1990 Product Code,1990 Description,GPT-4 Predicted HS Code,Formatted GPT-4 Predicted HS Code,Closest 2023 HS Code,2023 Product Description,F1 Score HS4,F1 Score HS6,F1 Score HS8
38239022,"Mixtures containing polymers of 1,2-dihydro-2,2,4-trimethylquinoline average under 5 monomer units",39069090,39069090,39019090,"Polymers of ethylene, nesoi, in primary forms, other than elastomeric",0.0,0.0,0.0
29252030,"Aromatic imines and their derivatives; salts thereof, nesi",29213000,29213000,29023000,Toluene,0.0,0.0,0.0
82089060,"Knives and cutting blades for machines or for mechanical appliances nesi, and parts thereof, of base metal",82081000,82081000,82081000,"Knives and cutting blades for metal working machines or mechanical appliances, and base metal parts thereof",1.0,0.0,0.0
64029970,"Footwear nesi, with outer soles and uppers of rubber or plastics, valued over $3 but not over $6.50/pair",640299,640299,4029190,"Milk and cream, concentrated, in other than powder, granules or other solid forms, unsweetened, other than in airtight containers",1.0,1.0,0.0
59031018,"Textile fabrics spec in note 9 to section XI, of manmade fibers, impregnated, coated, covered or laminated with polyvinyl chloride, nesi",5903.20.00,59032000,39032000,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",1.0,0.0,0.0
55163305,"Woven fabrics of artificial staple fibers,under 85% such fibers,containing 36% or more of wool or fine animal hair,of different colored yarn",5516.14.00,55161400,55161400,"Woven fabrics of artificial staple fibers, containing 85% or more by weight of such fibers, printed",1.0,0.0,0.0
84761900,Automatic goods-vending and money-changing machines other than machines that incorporate a heating or refrigerating devices,84768900,84768900,84768900,Automatic goods-vending (other than beverage-vending but incl. money-changing machines) not incorporating heating or refrigerating devices,1.0,0.0,0.0
29024400,Mixed xylene isomers,29024300,29024300,29024300,p-Xylene,1.0,0.0,0.0
38111110,Antiknock preparations based on tetraethyl lead or on a mixture of tetraethyl lead and tetramethyl lead,38112100,38112100,38112100,Additives for lubricating oils containing petroleum oils or oils obtained from bituminous minerals,1.0,0.0,0.0
70071900,"Toughened (tempered) safety glass, not of size or shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",70071900,70071900,70071900,"Toughened (tempered) safety glass, not of size or shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",1.0,1.0,1.0
29335910,"Aromatic or modified aromatic herbicides of heterocyclic compounds with nitrogen hetero-atom(s) only, cont. a pyrimidine or piperazine ring",38089320,38089320,38089320,"Herbicides, antisprouting products and plant-growth regulators, nesoi, containing an inorganic substance, for retail sale",0.0,0.0,0.0
64019960,"Waterproof protective footwear not covering the ankle, for use with closures, with outer soles and uppers of rubber or plastics",6401.92,640192,4061012,"Fresh (unripened/uncured) cheese (ex chongos), incl whey cheese and curd, subj to gen. note 15 of the HTS, not GN15",1.0,0.0,0.0
20083037,"Pulp of citrus fruit nesi, otherwise prepared or preserved, nesi",20079910,20079910,20079910,Strawberry jam,0.0,0.0,0.0
72269250,"Flat-rolled products of alloy steel nesi, of a width of 300 mm but less than 600 m, cold-rolled",7225.30.00,72253000,25253000,"Mica, waste",0.0,0.0,0.0
84132000,"Hand pumps other than those of subheading 8413.11 or 8413.19, not fitted with a measuring device",8413.20,841320,2042320,"Boneless meat of lamb, fresh or chilled",1.0,1.0,0.0
87081000,"Bumpers and parts thereof, for the motor vehicles of headings 8701 to 8705",870810,870810,20087010,"Nectarines, otherwise prepared or preserved, not elsewhere specified or included",1.0,1.0,0.0
70193910,Glass wool insulation products,701939,701939,7149039,"Fresh or chilled arrowroot/salep/Jerusalem artichokes/similar roots & tubers, nesoi",1.0,1.0,0.0
63049910,"Wall hangings, not knitted or crocheted, of wool or fine animal hair, certified hand-loomed and folklore products",97050000,97050000,27050000,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases or other gaseous hydrocarbons",0.0,0.0,0.0
70099150,"Glass mirrors, unframed, over 929 cm2 in reflecting area",70099100,70099100,7099100,"Globe artichokes, fresh or chilled",1.0,1.0,0.0
46021029,"Luggage, handbags and flat goods, whether or not lined, made from plaiting materials nesi",4602.19.90,46021990,46012190,"Mats, matting and screens of bamboo, nesoi",1.0,0.0,0.0
33012300,Essential oils of lavender or of lavandin,33012942,33012942,33012920,Essential oils of orris,1.0,0.0,0.0
84333000,Haymaking machinery other than mowers,843340,843340,2042340,"Boneless meat of sheep, nesoi, fresh or chilled",1.0,0.0,0.0
74181020,"Table, kitchen or other household articles and parts thereof; pot scourers, polishing pads, gloves and the like, of copper-zinc base alloys",7418.99.50,74189950,17019950,"Cane/beet sugar & pure sucrose, refined, solid, w/o added coloring or flavoring, not subject to gen. note 15 or add. US 5 to Ch.17",1.0,0.0,0.0
42040060,"Articles of leather or composition leather used in machinery or mechanical appliances or for other technical uses, except belting leathers",42050000,42050000,2050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0.0,0.0,0.0
52084300,"3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by weight, not over 200 g/m2, of yarns of different colors",5208.32.00,52083200,52053200,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn over 14 but n/o 43 nm, not put up for retail sale",1.0,0.0,0.0
75062010,"Plates, sheets and strip of nickel alloys, cold formed",7506.20.00,75062000,25062000,Quartzite,1.0,1.0,0.0
88023000,"Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",88024000,88024000,48024000,"Wallpaper base (hanging paper), in rolls or sheets",1.0,0.0,0.0
84118240,"Aircraft gas turbines other than turbojets or turbopropellers, of a power exceeding 5,000 kW",84118100,84118100,68118100,"Corrugated sheets, of cellulose fiber-cement or the like (not containing asbestos)",1.0,0.0,0.0
82031060,"Files, rasps and similar tools, over 11 cm but not over 17 cm in length, of base metal",8203.10.00,82031000,18031000,"Cocoa paste, not defatted",1.0,1.0,0.0
29333950,"Heterocyclic compounds nesi, with nitrogen hetero-atom(s) only, containing an unfused pyridine ring",29333990,29333990,29331990,"Other compound (excluding aromatic, modified aromatic & drugs) containing unfused pyrazole ring (whether or n/hydrogenated) in the structure",1.0,1.0,0.0
29342015,2-Mercaptobenzothiazole; and N-(Oxydiethylene)benzothiazole-2-sulfenamide,29342000,29342000,29234000,Didecylmethylammonium perfluorooctane sulfonate,1.0,1.0,0.0
20089925,"Dates, otherwise prepared or preserved, nesi",2006.00.00,20060000,12060000,"Sunflower seeds, whether or not broken",0.0,0.0,0.0
3033900,"Flat fish, other than halibut, Greenland turbot, plaice and sole, frozen, excluding fillets, other meat portions, livers and roes",030323,30323,3032300,"Tilapias, frozen, excluding fillets, other meat portions, livers and roes",0.0,0.0,0.0
74093190,"Plates, sheets and strip of copper-tin base alloys (bronze) in coils of a thickness of less than 5 mm, of a width of less than 500 mm",74061900,74061900,74031900,"Refined copper, unwrought articles nesoi",0.0,0.0,0.0
48045200,"Uncoated, bleached kraft paper & paperboard, over 225 g/m2, over 95% content of wood fibers obtained by chemical process, rolls or sheets",48025500,48025500,48025450,"Other basic paper to be sensitized use in photography, wt < 40g/m2, n/o 10% total fiber by mechanical/chem- process, in rolls/sheets nesoi",0.0,0.0,0.0
28112920,Selenium dioxide,2823.00.00,28230000,28230000,Titanium oxides,0.0,0.0,0.0
48120000,"Filter blocks, slabs and plates of paper pulp",48239000,48239000,48139000,"Cigarette paper, whether or not cut to size, nesoi",0.0,0.0,0.0
28048000,Arsenic,28048000,28048000,28048000,Arsenic,1.0,1.0,1.0
91109040,Incomplete clock movements consisting of 2 or more pieces or parts fastened or joined together,9108.91.00,91089100,9109100,Mixtures of spices,0.0,0.0,0.0
87089920,"Parts, nesi, of tractors other than suitable for agricultural use or road tractors",87089900,87089900,87089903,"Pts. & access. of tractors suitable for agricultural use, vibration control goods containing rubber",1.0,1.0,0.0
38091000,"Finishing agents, dye carriers and like products, nesi, with a basis of amylaceous substances",380991,380991,2089091,"Other meat and edible meat offal not elsewhere specified or included, fresh, chilled or frozen",1.0,0.0,0.0
52105180,"Printed plain weave cotton fabrics, under 85% cotton by weight, mixed mainly with man-made fibers, n/o 200 g/m2, of number 69 or higher",520852,520852,3052020,"Sturgeon roe, dried, smoked, salted or in brine",0.0,0.0,0.0
17031050,Cane molasses nesi,170310,170310,1019030,Mules and hinnies imported for immediate slaughter,1.0,1.0,0.0
24013060,"Tobacco stems, cut, ground or pulverized",24013000,24013000,21013000,"Roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof",1.0,1.0,0.0
62101020,"Garments, not knitted or crocheted, made up of fabrics of heading 5602 or 5603 formed on a base of paper or covered or lined with paper",621010,621010,2021010,"Bovine carcasses and halves, frozen, descr. in add. US note 3 to Ch. 2",1.0,1.0,0.0
84334000,"Straw or fodder balers, including pick-up balers",84334000,84334000,84334000,"Straw or fodder balers, including pick-up balers",1.0,1.0,1.0
84073420,"Spark-ignition reciprocating piston engines for propulsion in vehicles in heading 8701.20, 8702, 8703, 8704, cylinder capacity over 1000cc",8407.34,840734,8084040,"Quinces, fresh, if entered during the period from July 1 through the following March 31, inclusive",1.0,1.0,0.0
23050000,"Oilcake and other solid residues, resulting from the extraction of peanut (ground-nut) oil",2305.00.00,23050000,23050000,"Oilcake and other solid residues, resulting from the extraction of peanut (ground-nut) oil",1.0,1.0,1.0
96050000,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (other than manicure and pedicure sets of heading 8214)",4202.92,420292,1022920,Cows imported specially for dairy purposes,0.0,0.0,0.0
76020000,Aluminum waste and scrap,76020000,76020000,76020000,"Aluminum, waste and scrap",1.0,1.0,1.0
44129940,"Plywood nesi, with face ply nesi, not surface covered or surface covered with a clear or transparent material",44123900,44123900,44123910,"Plywood of wood sheets, n/o 6 mm thick each, with outer plies of coniferous wood, face ply of Parana pine, not or clear surface covered",1.0,0.0,0.0
63062100,Tents of cotton,6306.22.00,63062200,63022900,"Bed linen, not knitted or crocheted, printed, of textile materials nesoi",1.0,0.0,0.0
29302050,"Nonaromatic compounds of thiocarbamates and dithiocarbamates, nesi",29291200,29291200,29121200,Ethanal (Acetaldehyde),0.0,0.0,0.0
33042000,Eye make-up preparations,33042000,33042000,33042000,Eye make-up preparations,1.0,1.0,1.0
96063080,Button molds and parts of buttons; button blanks other than of casein,9606.21.00,96062100,29062100,Benzyl alcohol,1.0,0.0,0.0
